,Measured Depth m,Weight on Bit kkgf,Average Standpipe Pressure kPa,Average Surface Torque kN.m,Rate of Penetration m/h,Average Rotary Speed rpm,Mud Flow In L/min,Mud Density In g/cm3,Diameter mm,Average Hookload kkgf,Hole Depth (TVD) m,USROP Gamma gAPI
26,225.424,0.56084383229413,8883.9996346111,1.4400006847433,3.3499998024,144.0,3478.8999034419,1.02999999088548,444.5,95.547406124026,225.4154496,16.916
27,225.42700000000002,0.56084383229413,8883.9996346111,1.4400006847433,3.3499998024,144.0,3478.8999034419,1.02999999088548,444.5,95.547406124026,225.4203264,16.916
28,225.433,0.56084383229413,8883.9996346111,1.4400006847433,3.3499998024,144.0,3478.8999034419,1.02999999088548,444.5,95.547406124026,225.4258128,16.916
29,225.43900000000002,0.56084383229413,8883.9996346111,1.4400006847433,3.3499998024,144.0,3478.8999034419,1.02999999088548,444.5,95.547406124026,225.4312992,16.916
30,225.454,0.56084383229413,8883.9996346111,1.4400006847433,3.3499998024,144.0,3478.8999034419,1.02999999088548,444.5,95.547406124026,225.44714879999998,16.916
31,225.46400000000003,0.56084383229413,8883.9996346111,1.4400006847433,3.3499998024,144.0,3478.8999034419,1.02999999088548,444.5,95.547406124026,225.455988,16.916
32,225.47299999999998,0.56084383229413,8883.9996346111,1.4400006847433,3.3499998024,144.0,3478.8999034419,1.02999999088548,444.5,95.547406124026,225.466656,16.916
33,225.479,0.56084383229413,8883.9996346111,1.4400006847433,3.3499998024,144.0,3478.8999034419,1.02999999088548,444.5,95.547406124026,225.47214240000002,16.916
34,225.49099999999999,0.56084383229413,8883.9996346111,1.4400006847433,3.3499998024,144.0,3478.8999034419,1.02999999088548,444.5,95.547406124026,225.4825056,16.916
35,225.503,0.56084383229413,8883.9996346111,1.4400006847433,3.3499998024,144.0,3478.8999034419,1.02999999088548,444.5,95.547406124026,225.49713599999998,16.916
36,225.515,0.56084383229413,8883.9996346111,1.4400006847433,3.3499998024,144.0,3478.8999034419,1.02999999088548,444.5,95.547406124026,225.5065848,16.916
37,225.528,0.56084383229413,8883.9996346111,1.4400006847433,3.3499998024,144.0,3478.8999034419,1.02999999088548,444.5,95.547406124026,225.52182480000002,16.916
38,225.537,0.56084383229413,8883.9996346111,1.4400006847433,3.3499998024,144.0,3478.8999034419,1.02999999088548,444.5,95.547406124026,225.5309688,16.916
39,225.55200000000002,0.56084383229413,8883.9996346111,1.4400006847433,3.3499998024,144.0,3478.8999034419,1.02999999088548,444.5,95.547406124026,225.54468480000003,16.916
40,225.56400000000002,0.56084383229413,8883.9996346111,1.4400006847433,3.3499998024,144.0,3478.8999034419,1.02999999088548,444.5,95.547406124026,225.55596239999997,16.916
41,225.57299999999998,0.56084383229413,8883.9996346111,1.4400006847433,3.3499998024,144.0,3478.8999034419,1.02999999088548,444.5,95.547406124026,225.56602080000002,16.916
42,225.579,0.56084383229413,8883.9996346111,1.4400006847433,3.3499998024,144.0,3478.8999034419,1.02999999088548,444.5,95.547406124026,225.57059280000004,16.916
43,225.58900000000003,0.56084383229413,8883.9996346111,1.4400006847433,3.3499998024,144.0,3478.8999034419,1.02999999088548,444.5,95.547406124026,225.5806512,16.916
44,225.592,0.56084383229413,8883.9996346111,1.4400006847433,3.3499998024,144.0,3478.8999034419,1.02999999088548,444.5,95.547406124026,225.58552799999998,16.916
45,225.601,0.56084383229413,8883.9996346111,1.4400006847433,3.3499998024,144.0,3478.8999034419,1.02999999088548,444.5,95.547406124026,225.5949768,16.916
46,225.607,0.56084383229413,8883.9996346111,1.4400006847433,3.3499998024,144.0,3478.8999034419,1.02999999088548,444.5,95.547406124026,225.60046319999998,16.916
47,225.613,0.56084383229413,8883.9996346111,1.4400006847433,3.3499998024,144.0,3478.8999034419,1.02999999088548,444.5,95.547406124026,225.60533999999998,16.916
48,225.628,0.56084383229413,8883.9996346111,1.4400006847433,3.3499998024,144.0,3478.8999034419,1.02999999088548,444.5,95.547406124026,225.62088480000003,16.916
49,225.63400000000001,0.56084383229413,8883.9996346111,1.4400006847433,3.3499998024,144.0,3478.8999034419,1.02999999088548,444.5,95.547406124026,225.6257616,16.916
50,225.637,0.56084383229413,8883.9996346111,1.4400006847433,3.3499998024,144.0,3478.8999034419,1.02999999088548,444.5,95.547406124026,225.6306384,16.916
51,225.665,0.56084383229413,8883.9996346111,1.4400006847433,3.3499998024,144.0,3478.8999034419,1.02999999088548,444.5,95.547406124026,225.65593680000003,16.916
52,225.67700000000002,0.56084383229413,8883.9996346111,1.4400006847433,3.3499998024,144.0,3478.8999034419,1.02999999088548,444.5,95.547406124026,225.67056719999997,16.916
53,225.683,0.56084383229413,8883.9996346111,1.4400006847433,3.3499998024,144.0,3478.8999034419,1.02999999088548,444.5,95.547406124026,225.675444,16.916
54,225.68599999999998,0.56084383229413,8883.9996346111,1.4400006847433,3.3499998024,144.0,3478.8999034419,1.02999999088548,444.5,95.547406124026,225.6803208,16.916
55,225.701,0.56084383229413,8883.9996346111,1.4400006847433,3.3499998024,144.0,3478.8999034419,1.02999999088548,444.5,95.547406124026,225.695256,16.916
56,225.704,0.56084383229413,8883.9996346111,1.4400006847433,3.3499998024,144.0,3478.8999034419,1.02999999088548,444.5,95.547406124026,225.69708480000003,19.332
57,225.707,0.56084383229413,8883.9996346111,1.4400006847433,3.3499998024,144.0,3478.8999034419,1.02999999088548,444.5,95.547406124026,225.70074240000002,19.332
58,225.71400000000003,0.56084383229413,8883.9996346111,1.4400006847433,3.3499998024,144.0,3478.8999034419,1.02999999088548,444.5,95.547406124026,225.70561919999997,19.332
59,225.735,0.56084383229413,8883.9996346111,1.4400006847433,3.3499998024,144.0,3478.8999034419,1.02999999088548,444.5,95.547406124026,225.72634559999997,19.332
60,225.74400000000003,0.56084383229413,8883.9996346111,1.4400006847433,3.3499998024,144.0,3478.8999034419,1.02999999088548,444.5,95.547406124026,225.73548959999997,19.332
61,225.747,0.56084383229413,8883.9996346111,1.4400006847433,3.3499998024,144.0,3478.8999034419,1.02999999088548,444.5,95.547406124026,225.740976,19.332
62,225.753,0.56084383229413,8883.9996346111,1.4400006847433,3.3499998024,144.0,3478.8999034419,1.02999999088548,444.5,95.547406124026,225.7452432,19.332
63,225.762,0.56084383229413,8883.9996346111,1.4400006847433,3.3499998024,144.0,3478.8999034419,1.02999999088548,444.5,95.547406124026,225.754692,19.332
64,225.778,0.56084383229413,8883.9996346111,1.4400006847433,3.3499998024,144.0,3478.8999034419,1.02999999088548,444.5,95.547406124026,225.7687128,19.332
65,225.787,0.56084383229413,8883.9996346111,1.4400006847433,3.3499998024,144.0,3478.8999034419,1.02999999088548,444.5,95.547406124026,225.7793808,19.332
66,225.80200000000002,0.56084383229413,8883.9996346111,1.4400006847433,3.3499998024,144.0,3478.8999034419,1.02999999088548,444.5,95.547406124026,225.79370640000002,19.332
67,225.81099999999998,0.56084383229413,8883.9996346111,1.4400006847433,3.3499998024,144.0,3478.8999034419,1.02999999088548,444.5,95.547406124026,225.80315519999996,19.332
68,225.826,0.56084383229413,8883.9996346111,1.4400006847433,3.3499998024,144.0,3478.8999034419,1.02999999088548,444.5,95.547406124026,225.81809040000002,19.332
69,225.835,0.56084383229413,8883.9996346111,1.4400006847433,3.3499998024,144.0,3478.8999034419,1.02999999088548,444.5,95.547406124026,225.827844,19.332
70,225.851,0.56084383229413,8883.9996346111,1.4400006847433,3.3499998024,144.0,3478.8999034419,1.02999999088548,444.5,95.547406124026,225.8424744,19.332
71,225.857,0.56084383229413,8883.9996346111,1.4400006847433,3.3499998024,144.0,3478.8999034419,1.02999999088548,444.5,95.547406124026,225.84948480000003,24.165
72,225.86,0.56084383229413,8883.9996346111,1.4400006847433,3.3499998024,144.0,3478.8999034419,1.02999999088548,444.5,95.547406124026,225.85283760000002,24.165
73,225.875,0.56084383229413,8883.9996346111,1.4400006847433,3.3499998024,144.0,3478.8999034419,1.02999999088548,444.5,95.547406124026,225.8683824,24.165
74,225.88099999999997,0.56084383229413,8883.9996346111,1.4400006847433,3.3499998024,144.0,3478.8999034419,1.02999999088548,444.5,95.547406124026,225.87325919999998,24.165
75,225.887,0.56084383229413,8883.9996346111,1.4400006847433,3.3499998024,144.0,3478.8999034419,1.02999999088548,444.5,95.547406124026,225.87874559999997,24.165
76,225.896,0.56084383229413,8883.9996346111,1.4400006847433,3.3499998024,144.0,3478.8999034419,1.02999999088548,444.5,95.547406124026,225.8881944,24.165
77,225.903,0.56084383229413,8883.9996346111,1.4400006847433,3.3499998024,144.0,3478.8999034419,1.02999999088548,444.5,95.547406124026,225.8939856,24.165
78,225.912,0.56084383229413,8883.9996346111,1.4400006847433,3.3499998024,144.0,3478.8999034419,1.02999999088548,444.5,95.547406124026,225.90434879999998,24.165
79,225.918,0.56084383229413,8883.9996346111,1.4400006847433,3.3499998024,144.0,3478.8999034419,1.02999999088548,444.5,95.547406124026,225.9092256,24.165
80,225.92700000000002,0.56084383229413,8883.9996346111,1.4400006847433,3.3499998024,144.0,3478.8999034419,1.02999999088548,444.5,95.547406124026,225.91928399999998,24.165
81,225.93599999999998,0.56084383229413,8883.9996346111,1.4400006847433,3.3499998024,144.0,3478.8999034419,1.02999999088548,444.5,95.547406124026,225.9296472,24.165
82,225.942,0.56084383229413,8883.9996346111,1.4400006847433,3.3499998024,144.0,3478.8999034419,1.02999999088548,444.5,95.547406124026,225.9339144,24.165
83,225.951,0.56084383229413,8883.9996346111,1.4400006847433,3.3499998024,144.0,3478.8999034419,1.02999999088548,444.5,95.547406124026,225.9439728,24.165
84,225.96,0.56084383229413,8883.9996346111,1.4400006847433,3.3499998024,144.0,3478.8999034419,1.02999999088548,444.5,95.547406124026,225.9534216,24.165
85,225.97,0.56084383229413,8883.9996346111,1.4400006847433,3.3499998024,144.0,3478.8999034419,1.02999999088548,444.5,95.547406124026,225.9637848,24.165
86,225.976,0.56084383229413,8883.9996346111,1.4400006847433,3.3499998024,144.0,3478.8999034419,1.02999999088548,444.5,95.547406124026,225.9686616,24.165
87,225.985,0.56084383229413,8883.9996346111,1.4400006847433,3.3499998024,144.0,3478.8999034419,1.02999999088548,444.5,95.547406124026,225.97872,24.165
88,226.0,0.52005544560662,8898.99978584103,1.3699998040709498,2.7000000863999998,144.0,3478.67993315058,1.02999999088548,444.5,95.6085943739619,225.99365519999998,24.165
89,226.00900000000001,0.52005544560662,8898.99978584103,1.3699998040709498,2.7000000863999998,144.0,3478.67993315058,1.02999999088548,444.5,95.6085943739619,226.00188480000003,19.332
90,226.012,0.52005544560662,8898.99978584103,1.3699998040709498,2.7000000863999998,144.0,3478.67993315058,1.02999999088548,444.5,95.6085943739619,226.00401839999998,19.332
91,226.037,0.52005544560662,8898.99978584103,1.3699998040709498,2.7000000863999998,144.0,3478.67993315058,1.02999999088548,444.5,95.6085943739619,226.0296216,19.332
92,226.043,0.52005544560662,8898.99978584103,1.3699998040709498,2.7000000863999998,144.0,3478.67993315058,1.02999999088548,444.5,95.6085943739619,226.0354128,19.332
93,226.05200000000002,0.52005544560662,8898.99978584103,1.3699998040709498,2.7000000863999998,144.0,3478.67993315058,1.02999999088548,444.5,95.6085943739619,226.0445568,19.332
94,226.06099999999998,0.52005544560662,8898.99978584103,1.3699998040709498,2.7000000863999998,144.0,3478.67993315058,1.02999999088548,444.5,95.6085943739619,226.05461519999997,19.332
95,226.076,0.52005544560662,8898.99978584103,1.3699998040709498,2.7000000863999998,144.0,3478.67993315058,1.02999999088548,444.5,95.6085943739619,226.06955040000003,19.332
96,226.088,0.52005544560662,8898.99978584103,1.3699998040709498,2.7000000863999998,144.0,3478.67993315058,1.02999999088548,444.5,95.6085943739619,226.0796088,19.332
97,226.101,0.52005544560662,8898.99978584103,1.3699998040709498,2.7000000863999998,144.0,3478.67993315058,1.02999999088548,444.5,95.6085943739619,226.0948488,19.332
98,226.113,0.52005544560662,8898.99978584103,1.3699998040709498,2.7000000863999998,144.0,3478.67993315058,1.02999999088548,444.5,95.6085943739619,226.10490719999996,19.332
99,226.128,0.52005544560662,8898.99978584103,1.3699998040709498,2.7000000863999998,144.0,3478.67993315058,1.02999999088548,444.5,95.6085943739619,226.12014720000002,19.332
100,226.137,0.52005544560662,8898.99978584103,1.3699998040709498,2.7000000863999998,144.0,3478.67993315058,1.02999999088548,444.5,95.6085943739619,226.13020559999998,19.332
101,226.143,0.52005544560662,8898.99978584103,1.3699998040709498,2.7000000863999998,144.0,3478.67993315058,1.02999999088548,444.5,95.6085943739619,226.13508240000002,19.332
102,226.15200000000002,0.52005544560662,8898.99978584103,1.3699998040709498,2.7000000863999998,144.0,3478.67993315058,1.02999999088548,444.5,95.6085943739619,226.1454456,19.332
103,226.162,0.52005544560662,8898.99978584103,1.3699998040709498,2.7000000863999998,144.0,3478.67993315058,1.02999999088548,444.5,95.6085943739619,226.15428480000003,21.749000000000002
104,226.174,0.52005544560662,8898.99978584103,1.3699998040709498,2.7000000863999998,144.0,3478.67993315058,1.02999999088548,444.5,95.6085943739619,226.16586719999998,21.749000000000002
105,226.17700000000002,0.52005544560662,8898.99978584103,1.3699998040709498,2.7000000863999998,144.0,3478.67993315058,1.02999999088548,444.5,95.6085943739619,226.17074399999998,21.749000000000002
106,226.192,0.52005544560662,8898.99978584103,1.3699998040709498,2.7000000863999998,144.0,3478.67993315058,1.02999999088548,444.5,95.6085943739619,226.18415519999996,21.749000000000002
107,226.19799999999998,0.52005544560662,8898.99978584103,1.3699998040709498,2.7000000863999998,144.0,3478.67993315058,1.02999999088548,444.5,95.6085943739619,226.19207999999998,21.749000000000002
108,226.207,0.52005544560662,8898.99978584103,1.3699998040709498,2.7000000863999998,144.0,3478.67993315058,1.02999999088548,444.5,95.6085943739619,226.2000048,21.749000000000002
109,226.22299999999998,0.52005544560662,8898.99978584103,1.3699998040709498,2.7000000863999998,144.0,3478.67993315058,1.02999999088548,444.5,95.6085943739619,226.21615919999996,21.749000000000002
110,226.232,0.52005544560662,8898.99978584103,1.3699998040709498,2.7000000863999998,144.0,3478.67993315058,1.02999999088548,444.5,95.6085943739619,226.2243888,21.749000000000002
111,226.25599999999997,0.52005544560662,8898.99978584103,1.3699998040709498,2.7000000863999998,144.0,3478.67993315058,1.02999999088548,444.5,95.6085943739619,226.2496872,21.749000000000002
112,226.265,0.52005544560662,8898.99978584103,1.3699998040709498,2.7000000863999998,144.0,3478.67993315058,1.02999999088548,444.5,95.6085943739619,226.2588312,21.749000000000002
113,226.274,0.52005544560662,8898.99978584103,1.3699998040709498,2.7000000863999998,144.0,3478.67993315058,1.02999999088548,444.5,95.6085943739619,226.2658416,21.749000000000002
114,226.299,0.52005544560662,8898.99978584103,1.3699998040709498,2.7000000863999998,144.0,3478.67993315058,1.02999999088548,444.5,95.6085943739619,226.2908352,21.749000000000002
115,226.31400000000002,0.52005544560662,8898.99978584103,1.3699998040709498,2.7000000863999998,144.0,3478.67993315058,1.02999999088548,444.5,95.6085943739619,226.30668480000003,19.332
116,226.34099999999998,0.52005544560662,8898.99978584103,1.3699998040709498,2.7000000863999998,144.0,3478.67993315058,1.02999999088548,444.5,95.6085943739619,226.33350719999996,19.332
117,226.36,0.52005544560662,8898.99978584103,1.3699998040709498,2.7000000863999998,144.0,3478.67993315058,1.02999999088548,444.5,95.6085943739619,226.3511856,19.332
118,226.36599999999999,0.52005544560662,8898.99978584103,1.3699998040709498,2.7000000863999998,144.0,3478.67993315058,1.02999999088548,444.5,95.6085943739619,226.35911040000002,19.332
119,226.38099999999997,0.52005544560662,8898.99978584103,1.3699998040709498,2.7000000863999998,144.0,3478.67993315058,1.02999999088548,444.5,95.6085943739619,226.37465519999998,19.332
120,226.39,0.52005544560662,8898.99978584103,1.3699998040709498,2.7000000863999998,144.0,3478.67993315058,1.02999999088548,444.5,95.6085943739619,226.38318959999998,19.332
121,226.399,0.52005544560662,8898.99978584103,1.3699998040709498,2.7000000863999998,144.0,3478.67993315058,1.02999999088548,444.5,95.6085943739619,226.3926384,19.332
122,226.42700000000002,0.52005544560662,8898.99978584103,1.3699998040709498,2.7000000863999998,144.0,3478.67993315058,1.02999999088548,444.5,95.6085943739619,226.4200704,19.332
123,226.46599999999998,0.52005544560662,8898.99978584103,1.3699998040709498,2.7000000863999998,144.0,3478.67993315058,1.02999999088548,444.5,95.6085943739619,226.45908480000003,19.332
124,226.46900000000002,0.52005544560662,8898.99978584103,1.3699998040709498,2.7000000863999998,144.0,3478.67993315058,1.02999999088548,444.5,95.6085943739619,226.46182799999997,19.332
125,226.488,0.52005544560662,8898.99978584103,1.3699998040709498,2.7000000863999998,144.0,3478.67993315058,1.02999999088548,444.5,95.6085943739619,226.47920159999998,19.332
126,226.503,0.52005544560662,8898.99978584103,1.3699998040709498,2.7000000863999998,144.0,3478.67993315058,1.02999999088548,444.5,95.6085943739619,226.4962704,19.332
127,226.512,0.52005544560662,8898.99978584103,1.3699998040709498,2.7000000863999998,144.0,3478.67993315058,1.02999999088548,444.5,95.6085943739619,226.5057192,19.332
128,226.521,0.52005544560662,8898.99978584103,1.3699998040709498,2.7000000863999998,144.0,3478.67993315058,1.02999999088548,444.5,95.6085943739619,226.513644,19.332
129,226.53,0.52005544560662,8898.99978584103,1.3699998040709498,2.7000000863999998,144.0,3478.67993315058,1.02999999088548,444.5,95.6085943739619,226.5218736,19.332
130,226.555,0.52005544560662,8898.99978584103,1.3699998040709498,2.7000000863999998,144.0,3478.67993315058,1.02999999088548,444.5,95.6085943739619,226.54656239999997,19.332
131,226.57299999999998,0.52005544560662,8898.99978584103,1.3699998040709498,2.7000000863999998,144.0,3478.67993315058,1.02999999088548,444.5,95.6085943739619,226.56515519999996,19.332
132,226.597,0.52005544560662,8898.99978584103,1.3699998040709498,2.7000000863999998,144.0,3478.67993315058,1.02999999088548,444.5,95.6085943739619,226.5892344,19.332
133,226.604,0.52005544560662,8898.99978584103,1.3699998040709498,2.7000000863999998,144.0,3478.67993315058,1.02999999088548,444.5,95.6085943739619,226.5977688,19.332
134,226.61599999999999,0.52005544560662,8898.99978584103,1.3699998040709498,2.7000000863999998,144.0,3478.67993315058,1.02999999088548,444.5,95.6085943739619,226.60721759999998,19.332
135,226.61900000000003,0.52005544560662,8898.99978584103,1.3699998040709498,2.7000000863999998,144.0,3478.67993315058,1.02999999088548,444.5,95.6085943739619,226.61148480000003,19.332
136,226.622,0.52005544560662,8898.99978584103,1.3699998040709498,2.7000000863999998,144.0,3478.67993315058,1.02999999088548,444.5,95.6085943739619,226.61575200000001,19.332
137,226.64,0.52005544560662,8898.99978584103,1.3699998040709498,2.7000000863999998,144.0,3478.67993315058,1.02999999088548,444.5,95.6085943739619,226.63282080000002,19.332
138,226.655,0.52005544560662,8898.99978584103,1.3699998040709498,2.7000000863999998,144.0,3478.67993315058,1.02999999088548,444.5,95.6085943739619,226.6489752,19.332
139,226.665,0.52005544560662,8898.99978584103,1.3699998040709498,2.7000000863999998,144.0,3478.67993315058,1.02999999088548,444.5,95.6085943739619,226.6569,19.332
140,226.671,0.52005544560662,8898.99978584103,1.3699998040709498,2.7000000863999998,144.0,3478.67993315058,1.02999999088548,444.5,95.6085943739619,226.66482480000002,19.332
141,226.68,0.52005544560662,8898.99978584103,1.3699998040709498,2.7000000863999998,144.0,3478.67993315058,1.02999999088548,444.5,95.6085943739619,226.6730544,19.332
142,226.69799999999998,0.52005544560662,8898.99978584103,1.3699998040709498,2.7000000863999998,144.0,3478.67993315058,1.02999999088548,444.5,95.6085943739619,226.69073280000003,19.332
143,226.722,0.52005544560662,8898.99978584103,1.3699998040709498,2.7000000863999998,144.0,3478.67993315058,1.02999999088548,444.5,95.6085943739619,226.71450719999996,19.332
144,226.738,0.52005544560662,8898.99978584103,1.3699998040709498,2.7000000863999998,144.0,3478.67993315058,1.02999999088548,444.5,95.6085943739619,226.7309664,19.332
145,226.75599999999997,0.52005544560662,8898.99978584103,1.3699998040709498,2.7000000863999998,144.0,3478.67993315058,1.02999999088548,444.5,95.6085943739619,226.7477304,19.332
146,226.762,0.52005544560662,8898.99978584103,1.3699998040709498,2.7000000863999998,144.0,3478.67993315058,1.02999999088548,444.5,95.6085943739619,226.75565519999998,19.332
147,226.771,0.52005544560662,8898.99978584103,1.3699998040709498,2.7000000863999998,144.0,3478.67993315058,1.02999999088548,444.5,95.6085943739619,226.76388480000003,19.332
148,226.78900000000002,0.52005544560662,8898.99978584103,1.3699998040709498,2.7000000863999998,144.0,3478.67993315058,1.02999999088548,444.5,95.6085943739619,226.78095359999998,19.332
149,226.81099999999998,0.52005544560662,8898.99978584103,1.3699998040709498,2.7000000863999998,144.0,3478.67993315058,1.02999999088548,444.5,95.6085943739619,226.803204,19.332
150,226.826,0.52005544560662,8898.99978584103,1.3699998040709498,2.7000000863999998,144.0,3478.67993315058,1.02999999088548,444.5,95.6085943739619,226.8178344,19.332
151,226.847,0.52005544560662,8898.99978584103,1.3699998040709498,2.7000000863999998,144.0,3478.67993315058,1.02999999088548,444.5,95.6085943739619,226.83947519999998,19.332
152,226.86,0.52005544560662,8898.99978584103,1.3699998040709498,2.7000000863999998,144.0,3478.67993315058,1.02999999088548,444.5,95.6085943739619,226.853496,19.332
153,226.88099999999997,0.52005544560662,8898.99978584103,1.3699998040709498,2.7000000863999998,144.0,3478.67993315058,1.02999999088548,444.5,95.6085943739619,226.87422239999998,19.332
154,226.896,0.52005544560662,8898.99978584103,1.3699998040709498,2.7000000863999998,144.0,3478.67993315058,1.02999999088548,444.5,95.6085943739619,226.88976719999997,19.332
155,226.921,0.52005544560662,8898.99978584103,1.3699998040709498,2.7000000863999998,144.0,3478.67993315058,1.02999999088548,444.5,95.6085943739619,226.9123224,19.332
156,226.924,0.52005544560662,8898.99978584103,1.3699998040709498,2.7000000863999998,144.0,3478.67993315058,1.02999999088548,444.5,95.6085943739619,226.91628480000003,24.165
157,226.93,0.52005544560662,8898.99978584103,1.3699998040709498,2.7000000863999998,144.0,3478.67993315058,1.02999999088548,444.5,95.6085943739619,226.9208568,24.165
158,226.93599999999998,0.52005544560662,8898.99978584103,1.3699998040709498,2.7000000863999998,144.0,3478.67993315058,1.02999999088548,444.5,95.6085943739619,226.92756239999997,24.165
159,226.942,0.52005544560662,8898.99978584103,1.3699998040709498,2.7000000863999998,144.0,3478.67993315058,1.02999999088548,444.5,95.6085943739619,226.9354872,24.165
160,226.951,0.52005544560662,8898.99978584103,1.3699998040709498,2.7000000863999998,144.0,3478.67993315058,1.02999999088548,444.5,95.6085943739619,226.94280240000003,24.165
161,226.957,0.52005544560662,8898.99978584103,1.3699998040709498,2.7000000863999998,144.0,3478.67993315058,1.02999999088548,444.5,95.6085943739619,226.9501176,24.165
162,226.963,0.52005544560662,8898.99978584103,1.3699998040709498,2.7000000863999998,144.0,3478.67993315058,1.02999999088548,444.5,95.6085943739619,226.95682319999997,24.165
163,226.972,0.52005544560662,8898.99978584103,1.3699998040709498,2.7000000863999998,144.0,3478.67993315058,1.02999999088548,444.5,95.6085943739619,226.9641384,24.165
164,226.97799999999998,0.52005544560662,8898.99978584103,1.3699998040709498,2.7000000863999998,144.0,3478.67993315058,1.02999999088548,444.5,95.6085943739619,226.9705392,24.165
165,226.99400000000003,0.52005544560662,8898.99978584103,1.3699998040709498,2.7000000863999998,144.0,3478.67993315058,1.02999999088548,444.5,95.6085943739619,226.9851696,24.165
